,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,Liwale,-9.7667,37.9333,294.96,97,100,2.94,TZ,1612054086
358,Marsá Maţrūḩ,31.3525,27.2453,289.14,58,0,6.57,EG,1612054086
359,Savannah Bight,16.45,-85.85,299.15,78,75,1.54,HN,1612054086
360,Gizo Government Station,-8.103,156.8419,303.26,70,100,8.59,SB,1612054087
361,Dunedin,-45.8742,170.5036,289.82,70,100,9.83,NZ,1612054087
362,Mocuba,-16.8392,36.9856,295.71,97,57,0.36,MZ,1612054087
363,Rognan,67.0953,15.3878,265.15,62,20,6.69,NO,1612054087
364,Ligayan,4.6533,119.4706,300.41,78,100,6.32,PH,1612054087
365,Bumbuna,9.05,-11.7333,294.24,72,0,0.47,SL,1612054087
366,Darhan,49.4867,105.9228,254.44,88,100,4.06,MN,1612054088
367,Klaksvík,62.2266,-6.589,273.15,74,75,10.29,FO,1612054088
368,Kimbe,-5.5502,150.1429,299.96,85,100,3.66,PG,1612054088
369,Constitución,-35.3333,-72.4167,288.48,93,34,3.78,CL,1612053828
370,Aksu,41.1231,80.2644,264.17,86,4,1.36,CN,1612054088
371,Tura,25.5198,90.2201,283.18,49,0,1.39,IN,1612054089
372,Kieta,-6.2167,155.6333,302.14,71,100,7.14,PG,1612054089
373,Moosomin,50.1333,-101.6677,259.57,96,70,2.59,CA,1612054089
374,Bilibino,68.0546,166.4372,240.64,79,0,2.47,RU,1612053838
375,Flinders,-34.5833,150.8552,295.93,86,100,2.24,AU,1612054089
376,Lata,40.1629,-8.3327,286.48,88,100,0.89,PT,1612054090
377,Dutse,11.7594,9.3392,291.07,28,0,2.76,NG,1612054090
378,Bumba,2.1833,22.4667,294.67,53,98,0.75,CD,1612054090
379,Balotra,25.8333,72.2333,284.62,34,0,1.32,IN,1612054090
380,Kiunga,-6.1219,141.2906,298.87,94,75,1.48,PG,1612054090
381,São João da Barra,-21.6403,-41.0511,298.69,78,1,9.69,BR,1612054090
382,Boulder,40.0833,-105.3505,282.15,29,1,3.6,US,1612054091
383,Ayan,56.45,138.1667,251.52,84,100,3.22,RU,1612054091
384,Hamilton,39.1834,-84.5333,273.15,93,90,4.63,US,1612053940
385,Santa Maria,-29.6842,-53.8069,294.15,100,90,1.54,BR,1612053871
386,Shingū,33.7333,135.9833,282.15,66,40,6.17,JP,1612054091
387,Carlyle,38.6103,-89.3726,277.59,94,100,4.02,US,1612054092
388,Faanui,-16.4833,-151.75,300.79,70,31,3.59,PF,1612054092
389,Victor Harbor,-35.5667,138.6167,293.15,63,0,0.45,AU,1612054092
390,Clyde River,70.4692,-68.5914,250.15,84,90,2.57,CA,1612054092
391,Brae,60.3964,-1.353,274.15,93,75,0.51,GB,1612054092
392,Nazarovo,56.0064,90.3914,237.73,81,0,2.32,RU,1612053913
393,Flin Flon,54.7682,-101.865,264.15,86,90,1.54,CA,1612054092
394,Ostrovnoy,68.0531,39.5131,263.45,95,100,3.34,RU,1612053866
395,Uvinza,-5.1036,30.3911,291.48,89,73,0.28,TZ,1612054093
396,Batemans Bay,-35.7167,150.1833,292.04,79,100,1.79,AU,1612053855
397,Ürümqi,43.801,87.6005,256.15,85,90,1.0,CN,1612053363
398,Husavik,66.0449,-17.3389,263.15,85,90,2.06,IS,1612054093
399,Shimokizukuri,40.8061,140.3861,269.26,86,75,6.17,JP,1612054093
400,Bouna,9.2667,-3.0,297.3,19,0,1.78,CI,1612054093
401,Solnechnyy,50.7214,136.6319,249.6,85,48,1.89,RU,1612054094
402,Bathsheba,13.2167,-59.5167,299.15,73,40,7.72,BB,1612054094
403,Kutum,14.2,24.6667,284.2,39,0,1.77,SD,1612054094
404,Makkah al Mukarramah,21.4267,39.8261,292.03,42,0,2.34,SA,1612054094
405,Saint Anthony,45.0205,-93.218,273.15,74,90,4.12,US,1612054095
406,Nicoya,10.1483,-85.452,300.15,54,0,8.23,CR,1612054095
407,Lhokseumawe,5.1801,97.1507,297.75,79,26,2.17,ID,1612054096
408,Saint-Philippe,-21.3585,55.7679,299.15,65,0,3.6,RE,1612054096
409,Staryy Nadym,65.6118,72.6842,245.52,85,100,9.15,RU,1612054097
410,Areosa,41.7178,-8.8571,285.37,94,75,1.03,PT,1612054097
411,Outjo,-20.1167,16.15,292.44,68,91,4.82,NA,1612054097
412,Marolambo,-20.05,48.1167,293.47,93,27,0.61,MG,1612054098
413,Porto-Novo,6.4965,2.6036,302.15,84,40,5.14,BJ,1612054098
414,Arrondissement de Bourg-en-Bresse,46.1667,5.1667,280.37,96,100,0.89,FR,1612054098
415,Rawson,-43.3002,-65.1023,289.09,59,6,7.54,AR,1612054059
416,New Deer,57.5123,-2.1884,272.15,93,90,0.51,GB,1612054099
417,Adrar,20.5022,-10.0711,291.88,25,60,3.38,MR,1612054099
418,Hofn,64.2539,-15.2082,267.41,83,0,8.32,IS,1612054099
419,Saint Paul,44.9444,-93.0933,273.15,74,90,4.12,US,1612054034
420,Lengshuijiang,27.6881,111.4294,283.06,79,69,0.33,CN,1612054099
421,Iskateley,67.6803,53.1512,255.95,92,99,4.96,RU,1612054100
422,Ucluelet,48.9329,-125.5528,280.37,93,90,6.17,CA,1612054100
423,Sola,-13.8833,167.55,300.63,78,99,5.53,VU,1612054100
424,Tuktoyaktuk,69.4541,-133.0374,236.15,67,40,1.54,CA,1612054090
425,Pahrump,36.2083,-115.9839,285.37,40,0,0.64,US,1612053920
426,Riberalta,-10.9833,-66.1,297.54,89,100,0.89,BO,1612054029
427,Acajutla,13.5928,-89.8275,300.15,54,20,2.59,SV,1612054100
428,Lanzhou,36.0564,103.7922,266.48,63,15,1.2,CN,1612054101
429,Quang Ngai,15.1167,108.8,294.61,86,94,0.73,VN,1612054101
430,Touros,-5.1989,-35.4608,299.15,83,20,2.06,BR,1612054101
431,Yulara,-25.2406,130.9889,304.15,23,79,8.23,AU,1612054065
432,Mingora,34.7758,72.3625,278.88,48,28,3.1,PK,1612054101
433,Suda,59.1525,37.5582,265.95,97,100,3.94,RU,1612054101
434,Pangody,65.85,74.4859,244.18,85,100,8.37,RU,1612054101
435,Fort Nelson,58.8053,-122.7002,252.15,65,75,0.87,CA,1612054102
436,Shache,38.4167,77.2406,265.97,90,55,0.29,CN,1612054102
437,Olkhovka,53.2115,60.6069,261.7,96,76,2.49,RU,1612054102
438,Te Anau,-45.4167,167.7167,291.95,47,62,2.85,NZ,1612054102
439,Christchurch,-43.5333,172.6333,292.59,59,0,8.23,NZ,1612053873
440,Voi,-3.3945,38.563,294.99,87,100,2.69,KE,1612054102
441,Roald,62.5833,6.1333,274.15,93,90,3.6,NO,1612054103
442,Yerofey Pavlovich,53.9667,121.9667,240.03,84,92,0.05,RU,1612054103
443,Podporozh'ye,60.9112,34.1706,266.01,97,100,1.64,RU,1612054103
444,Kisangani,0.5167,25.2,294.12,87,100,0.44,CD,1612054103
445,Puerto Escondido,15.85,-97.0667,301.15,74,40,3.6,MX,1612054103
446,Payakumbuh,-0.2202,100.6308,295.27,85,100,0.51,ID,1612054104
447,Lewistown,40.5992,-77.5714,269.15,68,1,1.54,US,1612054104
448,Opuwo,-18.0607,13.84,294.45,55,100,1.21,NA,1612054104
449,Itapirapuã,-15.8233,-50.6133,296.81,82,100,1.25,BR,1612054104
450,Aksarka,66.5606,67.7975,246.15,88,100,4.51,RU,1612054104
451,Ust'-Charyshskaya Pristan',52.3934,83.6635,256.97,95,82,3.46,RU,1612054104
452,Puyang,29.4603,119.8861,284.96,68,54,1.36,CN,1612054105
453,Antofagasta,-23.65,-70.4,293.15,77,20,6.17,CL,1612053984
454,Valente,-11.4122,-39.4619,296.35,77,100,4.31,BR,1612054105
455,Karlivka,49.4567,35.1295,276.32,96,100,7.15,UA,1612054105
456,Naze,28.3667,129.4833,289.15,55,40,4.12,JP,1612054105
457,Havelock,34.8791,-76.9013,275.93,55,1,2.06,US,1612053967
458,Henties Bay,-22.116,14.2845,292.59,85,35,1.79,NA,1612054105
459,Evensk,61.95,159.2333,256.6,87,100,11.16,RU,1612054106
460,Biysk,52.5364,85.2072,257.0,93,0,3.98,RU,1612054106
461,Bonthe,7.5264,-12.505,298.52,86,23,2.22,SL,1612054106
462,Puerto Nariño,-3.7703,-70.3831,298.15,100,75,0.97,CO,1612054106
463,Parrita,9.5201,-84.3225,295.15,73,40,7.72,CR,1612054106
464,Fairfield,41.2668,-73.3162,270.15,62,1,2.14,US,1612054107
465,Beira,-19.8436,34.8389,299.04,86,95,2.34,MZ,1612054107
466,Lyubashivka,47.8372,30.2598,273.12,97,100,6.25,UA,1612054107
467,Pandan,14.0453,124.1694,298.02,79,100,8.39,PH,1612054107
468,Port Blair,11.6667,92.75,299.46,78,15,3.45,IN,1612054107
469,Bari,41.1177,16.8512,283.71,76,0,2.57,IT,1612054108
470,Powell River,49.8496,-124.5361,280.15,87,75,7.2,CA,1612053904
471,Bayan,46.0833,127.4,248.07,87,100,3.31,CN,1612054108
472,Sabzawār,36.2126,57.6819,279.21,68,0,0.79,IR,1612054108
473,Rock Springs,41.5875,-109.2029,271.15,59,1,5.14,US,1612053861
474,Byron Bay,-28.65,153.6167,300.15,69,75,4.63,AU,1612053552
475,Srednekolymsk,67.45,153.6833,237.57,84,100,1.48,RU,1612054109
476,Tungor,53.3808,142.9564,252.78,90,100,7.86,RU,1612054109
477,Bhopal,23.2667,77.4,280.15,81,0,2.06,IN,1612053913
478,Mackay,-21.15,149.2,303.15,66,40,7.2,AU,1612053869
479,Brownsville,25.9018,-97.4975,297.15,78,75,7.72,US,1612053954
480,Santa Isabel Rio Negro,-0.4139,-65.0192,298.04,84,2,1.33,BR,1612054110
481,Taman',45.2117,36.7161,283.15,71,100,12.0,RU,1612054110
482,Bijapur,16.8333,75.7,291.02,68,100,3.25,IN,1612054110
483,Kiryat Gat,31.61,34.7642,285.93,58,0,0.45,IL,1612054110
484,Boyolangu,-8.1181,111.8935,299.58,78,97,1.6,ID,1612054110
485,São José da Coroa Grande,-8.8978,-35.1478,298.78,82,100,3.96,BR,1612054110
486,Rome,43.2128,-75.4557,265.15,67,90,3.6,US,1612054111
487,Kapit,2.0167,112.9333,297.6,92,100,0.62,MY,1612054111
488,Talgar,43.3027,77.2395,263.15,73,20,3.0,KZ,1612054111
489,Tessalit,20.1986,1.0114,289.79,24,0,5.05,ML,1612054111
490,Alihe,50.5667,123.7167,246.17,84,100,0.14,CN,1612054111
491,Sharjah city,25.3573,55.4033,292.15,58,0,1.54,AE,1612054112
492,Green River,41.5286,-109.4662,271.15,59,1,5.14,US,1612054112
493,Nioro,13.35,-15.75,297.21,16,94,3.26,GM,1612054112
494,Shaunavon,49.6501,-108.4181,265.15,86,0,4.63,CA,1612054112
495,Bud,39.447,-86.1758,272.59,97,100,6.68,US,1612054112
496,Conceição da Barra,-18.5933,-39.7322,298.05,83,3,3.13,BR,1612054112
497,Caucayá,-0.1934,-74.7819,299.27,63,61,1.36,CO,1612054113
498,Sisimiut,66.9395,-53.6735,258.87,90,74,3.42,GL,1612054113
499,Camacupa,-12.0167,17.4833,289.98,92,100,1.73,AO,1612054113
500,Biltine,14.5333,20.9167,293.53,22,1,5.9,TD,1612054113
501,Ust-Nera,64.5667,143.2,241.2,76,92,3.48,RU,1612054113
502,Bor,56.3567,44.0669,270.15,74,75,3.0,RU,1612054114
503,Sunrise Manor,36.2111,-115.0731,286.15,38,1,2.06,US,1612054114
504,Olafsvik,64.8945,-23.7142,268.24,89,30,7.23,IS,1612054114
505,Westport,41.1415,-73.3579,270.93,39,1,2.06,US,1612053607
506,Elko,41.0002,-115.5012,277.15,45,1,3.09,US,1612054114
507,Loandjili,-4.7561,11.8578,299.92,86,100,2.46,CG,1612054114
508,Libreville,0.3925,9.4537,296.15,94,75,1.54,GA,1612053841
509,Natchez,31.5604,-91.4032,292.15,72,90,8.23,US,1612054115
510,Egvekinot,66.3167,-179.1667,243.48,84,100,4.78,RU,1612054115
511,Diébougou,10.9667,-3.25,295.69,20,0,1.94,BF,1612054115
512,Pisco,-13.7,-76.2167,296.15,68,0,7.72,PE,1612053822
513,Guerrero Negro,27.9769,-114.0611,289.17,65,100,7.15,MX,1612054115
514,Bongaree,-27.0797,153.1586,302.59,69,6,4.36,AU,1612054115
515,Biswān,27.5,81.0,279.92,60,0,2.23,IN,1612054116
516,Sakakah,29.9697,40.2064,278.15,56,0,3.09,SA,1612054116
517,Itupiranga,-5.1347,-49.3267,296.57,94,100,1.52,BR,1612054116
518,Richards Bay,-28.783,32.0377,296.31,95,88,1.89,ZA,1612053871
519,Padang,-0.9492,100.3543,299.03,74,98,1.85,ID,1612054116
520,Leninogorsk,54.6026,52.4609,269.94,98,86,4.17,RU,1612054116
521,Soverato Marina,38.685,16.5499,281.15,93,100,3.6,IT,1612054117
522,Lat Yao,15.751,99.7893,295.93,77,0,3.31,TH,1612054117
523,Jamay,20.3,-102.7167,297.15,15,1,3.09,MX,1612054117
524,Broken Hill,-31.95,141.4333,298.15,38,48,6.17,AU,1612053844
525,La Primavera,5.4906,-70.4092,301.67,50,85,2.81,CO,1612054117
526,Auki,-8.7676,160.7034,301.16,82,100,5.7,SB,1612054117
527,Fuerte Olimpo,-21.0415,-57.8738,301.65,64,0,3.39,PY,1612054117
528,Nador,35.174,-2.9287,289.15,72,0,9.77,MA,1612054118
529,Siguiri,11.6667,-9.5,294.15,21,0,1.21,GN,1612054118
530,Rocha,-34.4833,-54.3333,291.9,91,100,8.1,UY,1612054118
531,Mīrābād,30.4362,61.8383,286.87,36,0,2.37,AF,1612054118
532,Troitsko-Pechorsk,62.7084,56.1964,259.04,94,100,4.14,RU,1612054118
533,Baghdad,33.3406,44.4009,280.15,76,0,3.6,IQ,1612053834
534,Bahir Dar,11.5936,37.3908,290.52,49,15,1.3,ET,1612053921
535,Marzuq,14.4,46.4667,287.45,54,0,1.19,YE,1612054078
536,Los Llanos de Aridane,28.6585,-17.9182,291.15,72,90,5.14,ES,1612054119
537,Ilorin,8.5,4.55,297.41,47,0,2.39,NG,1612054119
538,Woodstock,43.1334,-80.7497,267.59,73,100,1.03,CA,1612053904
539,Soure,-0.7167,-48.5233,299.77,84,100,5.49,BR,1612054119
540,Chegdomyn,51.1167,133.0167,242.96,84,100,0.38,RU,1612054119
541,Taoudenni,22.6783,-3.9836,292.26,25,5,3.36,ML,1612053867
542,Kroya,-7.6331,109.2461,300.02,75,100,0.84,ID,1612054120
543,Vernon,50.2581,-119.2691,274.26,86,100,2.06,CA,1612053904
544,La Spezia,44.1105,9.8434,283.71,91,100,0.45,IT,1612054120
545,Manoharpur,27.3,75.95,280.53,54,0,0.64,IN,1612054120
546,Namatanai,-3.6667,152.4333,302.33,67,100,5.91,PG,1612054120
547,Dakar,14.6937,-17.4441,293.15,73,100,4.12,SN,1612053611
548,Lakatoro,-16.0999,167.4164,302.72,63,92,4.25,VU,1612053854
549,Esil,51.9556,66.4042,264.53,94,100,2.46,KZ,1612054121
550,Xinqing,48.2333,129.5,246.46,82,0,1.53,CN,1612054121
551,Chapada dos Guimarães,-15.4606,-55.7497,302.15,65,0,1.54,BR,1612054121
552,Paamiut,61.994,-49.6678,269.42,89,45,6.59,GL,1612054121
553,Batabanó,22.7164,-82.2881,294.15,68,20,1.54,CU,1612054122
554,Hualmay,-11.0964,-77.6139,295.03,76,58,4.03,PE,1612054122
555,Horsham,51.064,-0.3272,277.15,81,75,7.2,GB,1612054122
556,Karauli,26.5,77.0167,281.96,51,0,1.41,IN,1612054122
557,Burgeo,47.6167,-57.6152,270.8,91,79,6.38,CA,1612054122
558,Sri Aman,1.2376,111.4621,297.15,100,40,0.51,MY,1612054123
559,Harpālpur,25.2884,79.3347,281.34,51,0,1.41,IN,1612054039
560,Pinsk,52.1229,26.0951,267.73,98,94,4.06,BY,1612054123
561,Sarkand,45.41,79.9186,270.53,65,100,2.11,KZ,1612054123
562,La Troncal,-2.4,-79.3333,300.15,63,100,5.66,EC,1612054123
563,Takoradze,4.8845,-1.7554,299.25,89,100,2.7,GH,1612054123
564,Cockburn Town,21.4612,-71.1419,296.15,56,20,5.14,TC,1612054124
565,Port-Cartier,50.0334,-66.8654,266.15,63,19,3.09,CA,1612054124
566,Talara,-4.5772,-81.2719,297.49,77,62,6.24,PE,1612054124
567,Almansa,38.8692,-1.0971,287.04,51,54,4.02,ES,1612054124
568,Pangnirtung,66.1451,-65.7125,250.41,74,23,1.15,CA,1612054124
569,Archidona,37.0965,-4.3887,287.04,62,63,7.15,ES,1612054124
570,Vao,-22.6667,167.4833,297.5,79,100,9.95,NC,1612054124
571,Posse,-14.0931,-46.3694,296.67,58,68,2.24,BR,1612054125
572,Kinkala,-4.3614,14.7644,294.15,100,98,1.54,CG,1612054125
573,Hambantota,6.1241,81.1185,297.15,100,20,4.12,LK,1612054125
574,Puerto Castilla,16.0167,-85.9667,299.15,78,75,1.54,HN,1612054125
575,Tsimmerbude,54.675,20.1347,274.15,69,90,6.0,RU,1612054125
576,Bar Harbor,44.3876,-68.2039,263.15,56,1,2.57,US,1612054125
577,Awjilah,29.1081,21.2869,288.0,43,0,5.04,LY,1612054126
578,Chifeng,42.2683,118.9636,263.34,92,100,1.25,CN,1612054126
579,Gushikawa,26.3544,127.8686,291.15,88,1,2.57,JP,1612054126
580,Cam Ranh,11.9214,109.1591,297.15,64,40,3.09,VN,1612054126
581,Menongue,-14.6585,17.691,290.08,95,100,2.33,AO,1612054126
582,Ternate,0.8,127.4,300.43,74,100,2.66,ID,1612054126
583,Collie,-33.3667,116.15,295.37,58,0,0.89,AU,1612054127
584,Shalakusha,62.2247,40.2539,265.2,97,100,2.51,RU,1612054127
585,Tilichiki,60.4667,166.1,249.22,91,95,7.29,RU,1612054127
586,Rach Gia,10.0167,105.0833,297.15,100,75,1.54,VN,1612054098
